x_m,y_m,psi_rad,vx_mps,vy_mps,r_radps
0.33847288742597487,3.412543326867388,-0.4269341,1.8069601,0,-1.9625287035454098
0.279617204027045,3.331792869689705,-0.5315049,1.8587354,0,-1.8791247979703
0.2129526302902182,3.2574062171673117,-0.6287444,1.9118883,0,-1.79932300850505
0.13956193736058306,3.189556101599923,-0.7193389,1.9662697,0,-1.7199609934901
0.06048888686724742,3.1283431754172257,-0.8036233,2.0220519,0,-1.6405139600668501
-0.023296887002688164,3.073732951038763,-0.881578,2.079434,0,-1.5501458906402
-0.11090766942934113,3.0255209742188933,-0.9526396,2.1396449,0,-1.44019541011898
-0.20149132721370386,2.983324910560591,-1.0154064,2.2046343,0,-1.26549933069054
-0.2942851054649889,2.946403249027809,-1.0668935,2.2805564,0,-1.0414685328572
-0.38845843725695917,2.913721049993786,-1.1029604,2.3715562,0,-0.57151753414808
-0.4833490633392816,2.8834322169996796,-1.1177104,2.5002606,0,-0.18630666858293998
